,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area,living_total_ratio,rooms_per_total_area,storey_ratio
2574,Bratislavskaia,39500,21,walk,agency,0,3,2.0,16.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.125
2575,Serpukhovskaia,65000,15,walk,agency,0,4,1.0,9.0,2,42.0,34.0,6.0,0.8095238095238095,0.047619047619047616,0.1111111111111111
2576,Shabolovskaia,100000,7,walk,agency,0,4,4.0,7.0,3,90.0,50.0,9.0,0.5555555555555556,0.03333333333333333,0.5714285714285714
2577,Akademicheskaia,45000,13,walk,agency,0,9,12.0,17.0,1,39.0,22.0,9.0,0.5641025641025641,0.02564102564102564,0.7058823529411765
2578,No data,95000,0,walk,agency,0,7,8.0,8.0,2,68.0,40.0,10.0,0.5882352941176471,0.029411764705882353,1.0
2579,Khovrino,45000,16,walk,agency,0,13,7.0,16.0,1,38.0,22.0,9.0,0.5789473684210527,0.02631578947368421,0.4375
2580,Profsoiuznaia,50000,17,walk,agency,0,10,8.0,9.0,2,60.0,30.0,8.0,0.5,0.03333333333333333,0.8888888888888888
2581,Bulvar Rokossovskogo,33000,12,transport,agency,0,16,4.0,9.0,1,34.0,20.0,8.0,0.5882352941176471,0.029411764705882353,0.4444444444444444
2582,Mezhdunarodnaia,335000,2,walk,agency,0,19,25.0,13.0,2,90.0,40.0,20.0,0.4444444444444444,0.022222222222222223,1.9230769230769231
2583,Mezhdunarodnaia,350000,2,walk,agency,0,25,23.0,13.0,2,90.0,40.0,20.0,0.4444444444444444,0.022222222222222223,1.7692307692307692
2584,Shelepikha,150000,5,walk,agency,0,11,51.0,51.0,2,60.0,35.0,10.0,0.5833333333333334,0.03333333333333333,1.0
2585,Sportivnaia,65000,5,walk,agency,0,25,5.0,12.0,2,39.0,25.0,6.0,0.6410256410256411,0.05128205128205128,0.4166666666666667
2586,Alma-Atinskaia,45000,13,walk,agency,0,19,11.0,14.0,2,55.0,32.0,10.0,0.5818181818181818,0.03636363636363636,0.7857142857142857
2587,Preobrazhenskaia ploshchad,40000,15,walk,agency,0,21,6.0,14.0,2,55.0,30.0,7.0,0.5454545454545454,0.03636363636363636,0.42857142857142855
2588,Baumanskaia,250000,3,walk,agency,0,23,5.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4166666666666667
2589,Mitino,65000,7,walk,agency,0,20,8.0,17.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.47058823529411764
2590,Strogino,50000,9,walk,agency,0,34,12.0,22.0,2,59.0,36.0,10.0,0.6101694915254238,0.03389830508474576,0.5454545454545454
2591,Tekstilshchiki,40000,13,walk,agency,0,26,4.0,12.0,2,52.0,30.0,11.0,0.5769230769230769,0.038461538461538464,0.3333333333333333
2592,Kuzminki,40000,14,walk,agency,0,49,4.0,12.0,2,38.0,24.0,6.0,0.631578947368421,0.05263157894736842,0.3333333333333333
2593,Kolomenskaia,42000,20,walk,agency,0,42,7.0,9.0,1,34.0,20.0,7.0,0.5882352941176471,0.029411764705882353,0.7777777777777778
2594,Novogireevo,45000,5,walk,agency,0,41,9.0,9.0,2,43.0,29.0,6.0,0.6744186046511628,0.046511627906976744,1.0
2595,Nakhimovskii prospekt,68400,7,walk,agency,0,49,8.0,22.0,2,62.0,43.0,16.0,0.6935483870967742,0.03225806451612903,0.36363636363636365
2596,Smolenskaia,600000,11,walk,agency,0,47,13.0,19.0,3,250.0,115.0,15.0,0.46,0.012,0.6842105263157895
2597,Preobrazhenskaia ploshchad,37000,6,walk,agency,0,6,8.0,9.0,1,33.0,20.0,6.0,0.6060606060606061,0.030303030303030304,0.8888888888888888
2598,No data,110000,0,walk,agency,0,16,8.0,8.0,3,110.0,74.0,11.0,0.6727272727272727,0.02727272727272727,1.0
2599,Volgogradskii prospekt,45000,11,walk,agency,0,13,3.0,5.0,2,54.0,34.0,7.0,0.6296296296296297,0.037037037037037035,0.6
2600,Pechatniki,60000,11,walk,agency,0,36,12.0,25.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.48
2601,Teatralnaia,200000,9,walk,agency,0,4,2.0,3.0,3,120.0,67.0,20.0,0.5583333333333333,0.025,0.6666666666666666
2602,Serpukhovskaia,290000,10,walk,agency,0,4,8.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6153846153846154
2603,Prospekt Mira,85000,11,walk,agency,0,4,7.0,7.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
2604,Maiakovskaia,650000,8,walk,agency,0,1,3.0,5.0,4,138.0,90.0,10.0,0.6521739130434783,0.028985507246376812,0.6
2605,Arbatskaia,190000,6,walk,agency,0,19,3.0,5.0,3,116.0,60.0,20.0,0.5172413793103449,0.02586206896551724,0.6
2606,Shabolovskaia,150000,9,walk,agency,0,4,12.0,19.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.631578947368421
2607,Smolenskaia,800000,4,walk,agency,0,20,6.0,13.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.46153846153846156
2608,Pushkinskaia,700000,11,walk,agency,0,14,4.0,4.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,1.0
2609,Mezhdunarodnaia,350000,7,walk,agency,0,22,42.0,75.0,2,79.0,45.0,10.0,0.569620253164557,0.02531645569620253,0.56
2610,No data,250000,0,walk,agency,0,7,10.0,23.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.43478260869565216
2611,Mezhdunarodnaia,240000,7,walk,agency,0,16,42.0,75.0,2,42.0,30.0,5.0,0.7142857142857143,0.047619047619047616,0.56
2612,Lomonosovskii prospekt,270000,17,walk,agency,0,23,25.0,48.0,4,220.0,125.0,20.0,0.5681818181818182,0.01818181818181818,0.5208333333333334
2613,Sokol,200000,13,walk,agency,0,37,15.0,50.0,2,116.0,50.0,17.0,0.43103448275862066,0.017241379310344827,0.3
2614,Chistye prudy,350000,10,walk,agency,0,26,3.0,3.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2615,Minskaia,500000,15,transport,agency,0,29,8.0,32.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.25
2616,Minskaia,350000,15,transport,agency,0,30,15.0,23.0,4,147.0,100.0,15.0,0.6802721088435374,0.027210884353741496,0.6521739130434783
2617,Mezhdunarodnaia,370000,7,walk,agency,0,21,42.0,75.0,2,77.0,40.0,7.0,0.5194805194805194,0.025974025974025976,0.56
2618,Smolenskaia,300000,11,walk,agency,0,16,10.0,19.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5263157894736842
2619,Lubianka,600000,3,walk,agency,0,1,2.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4
2620,Arbatskaia,400000,5,walk,agency,0,1,2.0,7.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.2857142857142857
2621,Marksistskaia,350000,8,walk,agency,0,19,3.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6
2622,Barrikadnaia,150000,10,walk,agency,0,27,14.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8235294117647058
2623,Lubianka,440000,3,walk,agency,0,26,4.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8
2624,Minskaia,380000,9,walk,agency,0,8,1.0,15.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.06666666666666667
2625,Maiakovskaia,490000,5,walk,agency,0,6,6.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.46153846153846156
2626,Lomonosovskii prospekt,180000,20,walk,agency,0,7,6.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.46153846153846156
2627,Mezhdunarodnaia,647000,6,walk,agency,0,7,6.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.46153846153846156
2628,No data,50000,0,walk,developer,50,32,13.0,14.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.9285714285714286
2629,TcSKA,65000,7,walk,agency,0,4,5.0,15.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3333333333333333
2630,Miakinino,45000,17,walk,agency,0,1,9.0,14.0,1,42.0,20.0,9.0,0.47619047619047616,0.023809523809523808,0.6428571428571429
2631,Davydkovo,60000,4,transport,agency,0,1,12.0,14.0,2,57.0,35.0,10.0,0.6140350877192983,0.03508771929824561,0.8571428571428571
2632,Rasskazovka,50000,9,transport,agency,0,3,12.0,17.0,2,51.0,33.0,9.0,0.6470588235294118,0.0392156862745098,0.7058823529411765
2633,Davydkovo,51000,3,walk,agency,0,4,4.0,5.0,2,41.0,25.0,7.0,0.6097560975609756,0.04878048780487805,0.8
2634,No data,48000,0,walk,agency,70,7,3.0,5.0,2,44.0,21.0,5.0,0.4772727272727273,0.045454545454545456,0.6
2635,No data,60000,0,walk,agency,50,13,16.0,17.0,2,56.0,32.0,12.0,0.5714285714285714,0.03571428571428571,0.9411764705882353
2636,No data,50000,0,walk,developer,50,22,14.0,14.0,1,40.0,20.0,10.0,0.5,0.025,1.0
2637,Shosse Entuziastov,33000,14,transport,developer,0,13,4.0,5.0,1,22.0,14.0,4.0,0.6363636363636364,0.045454545454545456,0.8
2638,Oktiabrskoe pole,35000,15,transport,developer,50,6,4.0,5.0,1,32.0,20.0,5.0,0.625,0.03125,0.8
2639,Novogireevo,40000,10,walk,agency,50,8,8.0,12.0,2,42.0,23.0,8.0,0.5476190476190477,0.047619047619047616,0.6666666666666666
2640,Baumanskaia,50000,9,walk,agency,50,1,16.0,16.0,1,37.0,20.0,7.0,0.5405405405405406,0.02702702702702703,1.0
2641,Tcaritcyno,33000,23,transport,agency,50,4,7.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7777777777777778
2642,Prospekt Mira,85000,4,walk,agency,50,3,7.0,7.0,2,58.0,30.0,10.0,0.5172413793103449,0.034482758620689655,1.0
2643,Komsomolskaia,65000,12,walk,agency,40,3,15.0,16.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.9375
2644,Perovo,50000,10,walk,agency,50,3,3.0,12.0,2,48.0,28.0,11.0,0.5833333333333334,0.041666666666666664,0.25
2645,Vodnyi stadion,65000,16,walk,agency,40,4,1.0,17.0,2,53.0,36.0,9.0,0.6792452830188679,0.03773584905660377,0.058823529411764705
2646,Shosse Entuziastov,45000,16,transport,agency,50,10,5.0,5.0,2,41.0,28.0,6.0,0.6829268292682927,0.04878048780487805,1.0
2647,Vodnyi stadion,55000,9,walk,agency,40,2,1.0,5.0,2,43.0,26.0,6.0,0.6046511627906976,0.046511627906976744,0.2
2648,Babushkinskaia,45000,11,walk,agency,50,3,3.0,5.0,2,47.0,26.0,6.0,0.5531914893617021,0.0425531914893617,0.6
2649,No data,43000,0,walk,agency,50,16,12.0,45.0,1,41.0,17.0,10.0,0.4146341463414634,0.024390243902439025,0.26666666666666666
2650,Kashirskaia,68000,20,walk,agency,40,6,3.0,7.0,2,48.0,29.0,8.0,0.6041666666666666,0.041666666666666664,0.42857142857142855
2651,Prokshino,55000,11,transport,agency,50,5,5.0,15.0,2,42.0,30.0,6.0,0.7142857142857143,0.047619047619047616,0.3333333333333333
2652,Novoslobodskaia,100000,8,walk,agency,50,5,1.0,6.0,3,80.0,52.0,7.0,0.65,0.0375,0.16666666666666666
2653,Planernaia,35000,13,transport,agency,50,33,11.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.9166666666666666
2654,Otradnoe,42000,12,walk,agency,50,11,8.0,9.0,1,32.0,18.0,6.0,0.5625,0.03125,0.8888888888888888
2655,Kievskaia,70000,5,walk,agency,50,6,7.0,14.0,1,40.0,20.0,6.0,0.5,0.025,0.5
2656,Filatov Lug,40000,11,walk,agency,50,3,11.0,16.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.6875
2657,Alma-Atinskaia,40000,7,walk,agency,50,21,1.0,14.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.07142857142857142
2658,Oktiabrskoe pole,100500,21,walk,agency,0,50,18.0,24.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.75
2659,Oktiabrskoe pole,96600,21,walk,agency,0,8,5.0,24.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.20833333333333334
2660,Oktiabrskoe pole,70200,21,walk,agency,0,11,7.0,24.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.2916666666666667
2661,Oktiabrskoe pole,92700,21,walk,agency,0,16,20.0,24.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8333333333333334
2662,Oktiabrskoe pole,117100,21,walk,agency,0,22,3.0,24.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.125
2663,Oktiabrskoe pole,59600,21,walk,agency,0,16,8.0,24.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3333333333333333
2664,Oktiabrskoe pole,59900,21,walk,agency,0,21,3.0,24.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.125
2665,Buninskaia Alleia,49999,8,transport,developer,50,7,10.0,20.0,1,52.0,20.0,15.0,0.38461538461538464,0.019230769230769232,0.5
2666,Kuzminki,60000,11,walk,developer,50,29,7.0,9.0,2,58.0,36.0,9.0,0.6206896551724138,0.034482758620689655,0.7777777777777778
2667,Paveletckaia,210000,7,walk,agency,0,5,2.0,7.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.2857142857142857
2668,Smolenskaia,590000,10,walk,agency,0,1,4.0,16.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.25
2669,Krylatskoe,170000,5,walk,agency,0,19,12.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
2670,Aviamotornaia,250000,13,walk,agency,0,29,5.0,27.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.18518518518518517
2671,Mezhdunarodnaia,280000,6,walk,agency,0,1,42.0,79.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5316455696202531
2672,Novokuznetckaia,550000,8,walk,agency,0,17,2.0,6.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.3333333333333333
2673,Kropotkinskaia,375000,5,walk,agency,0,19,3.0,3.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
2674,Kuntcevskaia,110000,18,walk,agency,0,10,13.0,18.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7222222222222222
2675,Serpukhovskaia,180000,7,walk,agency,0,5,2.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.15384615384615385
2676,Dinamo,800000,9,walk,agency,0,31,9.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.9
2677,Turgenevskaia,85000,6,walk,agency,0,3,3.0,3.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
2678,No data,200000,0,walk,agency,0,25,17.0,45.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.37777777777777777
2679,Trubnaia,150000,6,walk,agency,0,22,4.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
2680,Sretenskii bulvar,260000,6,walk,agency,0,22,2.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
2681,Lomonosovskii prospekt,650000,19,walk,agency,0,26,1.0,3.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.3333333333333333
2682,Dinamo,550000,9,walk,agency,0,24,5.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
2683,Paveletckaia,450000,11,walk,agency,0,6,3.0,9.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
2684,Chistye prudy,269000,11,walk,agency,0,21,5.0,8.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.625
2685,Novokuznetckaia,550000,11,walk,agency,0,21,2.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2857142857142857
2686,Sokol,520000,13,walk,agency,0,7,33.0,57.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5789473684210527
2687,Dinamo,750000,9,walk,agency,0,37,9.0,10.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.9
2688,Maiakovskaia,259000,11,walk,agency,0,25,5.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7142857142857143
2689,Shchukinskaia,545000,14,walk,agency,0,35,13.0,30.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.43333333333333335
2690,Begovaia,150000,6,walk,agency,0,38,15.0,36.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4166666666666667
2691,Sokolniki,150000,7,walk,agency,0,41,3.0,17.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.17647058823529413
2692,Paveletckaia,180000,15,walk,agency,0,19,3.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3
2693,Belorusskaia,300000,13,walk,agency,0,35,15.0,21.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7142857142857143
2694,Dinamo,250000,9,walk,agency,0,33,5.0,10.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5
2695,Trubnaia,320000,5,walk,agency,0,63,2.0,6.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.3333333333333333
2696,Maiakovskaia,220000,8,walk,agency,0,50,2.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
2697,Dinamo,300000,9,walk,agency,0,61,4.0,10.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.4
2698,Pushkinskaia,330000,9,walk,agency,0,13,3.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.6
2699,Dinamo,220000,8,walk,agency,0,28,7.0,15.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.4666666666666667
2700,No data,330000,0,walk,agency,0,62,18.0,24.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.75
2701,Lomonosovskii prospekt,250000,14,walk,agency,0,54,15.0,33.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.45454545454545453
2702,Dobryninskaia,300000,6,walk,agency,0,4,6.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
2703,Novoslobodskaia,320000,8,walk,agency,0,4,4.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4
2704,Arbatskaia,250000,10,walk,agency,0,30,12.0,26.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.46153846153846156
2705,Leninskii prospekt,350000,13,walk,agency,0,64,3.0,7.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.42857142857142855
2706,Dinamo,160000,11,walk,agency,0,1,16.0,17.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.9411764705882353
2707,Prospekt Vernadskogo,300000,11,walk,agency,0,187,12.0,16.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.75
2708,Arbatskaia,350000,8,walk,agency,0,2,2.0,7.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.2857142857142857
2709,Dinamo,320000,9,walk,agency,0,2,5.0,10.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5
2710,No data,650000,0,walk,agency,0,165,4.0,4.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2711,Sportivnaia,600000,10,walk,agency,0,18,6.0,14.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.42857142857142855
2712,Park kultury,1000000,6,walk,agency,0,18,2.0,6.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.3333333333333333
2713,Mendeleevskaia,290000,3,walk,agency,0,141,10.0,17.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5882352941176471
2714,Teatralnaia,200000,9,walk,agency,0,4,2.0,3.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
2715,Mezhdunarodnaia,530000,6,walk,agency,0,17,25.0,76.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.32894736842105265
2716,Maiakovskaia,270000,12,walk,agency,0,179,12.0,15.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8
2717,Pushkinskaia,250000,10,walk,agency,0,24,3.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2718,Kurskaia,290000,8,walk,agency,0,27,4.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5714285714285714
2719,Ploshchad Ilicha,100000,6,walk,agency,0,32,8.0,12.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6666666666666666
2720,Chistye prudy,110000,5,walk,agency,0,13,5.0,8.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.625
2721,Smolenskaia,500000,11,walk,agency,0,7,7.0,7.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2722,Mezhdunarodnaia,252000,2,walk,agency,0,38,1.0,13.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.07692307692307693
2723,Smolenskaia,210000,10,walk,agency,0,30,3.0,4.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
2724,Park kultury,500000,7,walk,agency,0,126,2.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2222222222222222
2725,Okhotnyi riad,900000,8,walk,agency,0,209,13.0,15.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8666666666666667
2726,Davydkovo,85000,12,walk,agency,0,5,8.0,21.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.38095238095238093
2727,Kievskaia,160000,10,walk,agency,0,3,6.0,10.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6
2728,No data,260000,0,walk,agency,0,27,3.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6
2729,Baumanskaia,650000,11,walk,agency,0,24,9.0,10.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.9
2730,Polianka,700000,6,walk,agency,0,178,6.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
2731,Oktiabrskaia,300000,5,walk,agency,0,40,2.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2222222222222222
2732,Park kultury,1500000,9,walk,agency,0,15,5.0,5.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2733,Barrikadnaia,155000,14,walk,agency,0,4,12.0,18.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
2734,Smolenskaia,500000,11,walk,agency,0,120,6.0,16.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.375
2735,Barrikadnaia,175000,4,walk,agency,0,27,11.0,31.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3548387096774194
2736,Oktiabrskoe pole,280000,10,walk,agency,0,9,11.0,11.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2737,Smolenskaia,500000,11,walk,agency,0,197,7.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4375
2738,Park kultury,150000,8,walk,agency,0,195,2.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
2739,Pushkinskaia,1500000,11,walk,agency,0,157,2.0,6.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.3333333333333333
2740,Smolenskaia,400000,5,walk,agency,0,22,3.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
2741,Tverskaia,240000,6,walk,agency,0,16,7.0,14.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
2742,Lomonosovskii prospekt,450000,18,walk,agency,0,5,25.0,47.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.5319148936170213
2743,Maiakovskaia,320000,7,walk,agency,0,52,5.0,12.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.4166666666666667
2744,Belorusskaia,110000,16,walk,agency,0,18,2.0,12.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.16666666666666666
2745,Tverskaia,650000,10,walk,agency,0,181,5.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,1.0
