,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area,living_total_ratio,rooms_per_total_area,storey_ratio
1050,Novogireevo,65000,14,transport,developer,50,46,4.0,17.0,2,53.0,33.0,9.0,0.6226415094339622,0.03773584905660377,0.23529411764705882
1051,Orekhovo,47000,9,walk,developer,80,23,5.0,9.0,1,33.0,20.0,7.0,0.6060606060606061,0.030303030303030304,0.5555555555555556
1052,Kurskaia,149000,11,walk,developer,0,67,3.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
1053,Belorusskaia,100000,17,walk,developer,50,8,5.0,8.0,2,50.0,33.0,8.0,0.66,0.04,0.625
1054,VDNKh,60000,3,transport,owner,0,1,2.0,6.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3333333333333333
1055,No data,55500,0,transport,agency,0,3,15.0,25.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6
1056,Seligerskaia,43000,11,transport,developer,50,23,19.0,24.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.7916666666666666
1057,Michurinskii prospekt,55000,5,walk,developer,50,3,11.0,16.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.6875
1058,Kurskaia,60000,13,walk,developer,50,22,2.0,12.0,1,33.0,18.0,8.0,0.5454545454545454,0.030303030303030304,0.16666666666666666
1059,Tekhnopark,150000,24,walk,developer,50,9,7.0,14.0,3,73.0,50.0,15.0,0.684931506849315,0.0410958904109589,0.5
1060,No data,57000,0,walk,owner,0,3,2.0,22.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.09090909090909091
1061,Arbatskaia,97500,8,walk,agency,0,1,3.0,6.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5
1062,Narodnoe Opolchenie,60000,11,walk,developer,50,23,6.0,9.0,2,43.0,31.0,7.0,0.7209302325581395,0.046511627906976744,0.6666666666666666
1063,Salarevo,65000,14,walk,developer,50,16,5.0,25.0,2,52.0,33.0,8.0,0.6346153846153846,0.038461538461538464,0.2
1064,Strogino,55000,20,walk,owner,0,28,14.0,23.0,1,40.0,20.0,10.0,0.5,0.025,0.6086956521739131
1065,Marksistskaia,60000,9,walk,developer,50,5,8.0,16.0,1,40.0,20.0,10.0,0.5,0.025,0.5
1066,Fonvizinskaia,65000,12,walk,developer,50,3,9.0,14.0,2,54.0,35.0,10.0,0.6481481481481481,0.037037037037037035,0.6428571428571429
1067,No data,65000,0,walk,agency,0,11,17.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
1068,Govorovo,42000,9,walk,developer,50,10,4.0,8.0,1,46.0,22.0,9.0,0.4782608695652174,0.021739130434782608,0.5
1069,No data,50000,0,walk,developer,50,33,7.0,17.0,1,36.0,19.0,9.0,0.5277777777777778,0.027777777777777776,0.4117647058823529
1070,Ozernaia,95000,8,walk,developer,20,5,18.0,22.0,2,56.0,35.0,12.0,0.625,0.03571428571428571,0.8181818181818182
1071,No data,44000,0,walk,developer,60,12,3.0,16.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.1875
1072,Botanicheskii sad,51000,2,walk,agency,0,82,10.0,25.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4
1073,Stakhanovskaia,42000,13,walk,developer,50,22,3.0,5.0,1,30.0,18.0,6.0,0.6,0.03333333333333333,0.6
1074,Davydkovo,47000,6,walk,developer,50,25,2.0,9.0,1,32.0,18.0,7.0,0.5625,0.03125,0.2222222222222222
1075,Iugo-Zapadnaia,50000,2,transport,developer,0,2,6.0,22.0,1,38.0,18.0,10.0,0.47368421052631576,0.02631578947368421,0.2727272727272727
1076,No data,50000,0,transport,developer,0,6,14.0,16.0,2,46.0,30.0,10.0,0.6521739130434783,0.043478260869565216,0.875
1077,Kantemirovskaia,45000,7,walk,developer,0,13,2.0,5.0,2,50.0,30.0,7.0,0.6,0.04,0.4
1078,Iasenevo,55000,22,walk,developer,50,2,7.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.4117647058823529
1079,Chertanovskaia,45000,11,walk,developer,50,14,2.0,24.0,1,40.0,20.0,12.0,0.5,0.025,0.08333333333333333
1080,Akademicheskaia,98905,5,walk,agency,0,58,9.0,16.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.5625
1081,Rimskaia,70000,7,walk,developer,50,35,3.0,12.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.25
1082,Paveletckaia,150000,8,walk,developer,0,5,5.0,9.0,3,85.0,63.0,9.0,0.7411764705882353,0.03529411764705882,0.5555555555555556
1083,Solntcevo,42000,14,walk,developer,50,2,2.0,12.0,1,40.0,20.0,12.0,0.5,0.025,0.16666666666666666
1084,Vykhino,54500,6,walk,agency,0,43,4.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4444444444444444
1085,No data,220000,0,walk,owner,0,3,23.0,25.0,3,120.0,80.0,16.0,0.6666666666666666,0.025,0.92
1086,Tcaritcyno,50000,17,walk,developer,0,15,4.0,5.0,3,55.0,37.0,6.0,0.6727272727272727,0.05454545454545454,0.8
1087,Novoslobodskaia,350000,8,walk,agency,0,31,2.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2
1088,Fonvizinskaia,52000,18,walk,developer,50,34,14.0,14.0,2,54.0,32.0,9.0,0.5925925925925926,0.037037037037037035,1.0
1089,Narodnoe Opolchenie,63000,17,walk,developer,50,23,25.0,25.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
1090,Bulvar Rokossovskogo,52000,22,walk,developer,50,29,3.0,24.0,1,39.0,20.0,9.0,0.5128205128205128,0.02564102564102564,0.125
1091,Kievskaia,54500,12,walk,agency,0,4,4.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4444444444444444
1092,Dmitrovskaia,85000,12,walk,developer,50,59,22.0,45.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4888888888888889
1093,Novogireevo,55000,19,transport,developer,50,10,11.0,22.0,2,68.0,37.0,10.0,0.5441176470588235,0.029411764705882353,0.5
1094,Fili,60000,5,walk,developer,50,15,2.0,5.0,2,48.0,29.0,7.0,0.6041666666666666,0.041666666666666664,0.4
1095,Babushkinskaia,56000,8,walk,developer,50,10,6.0,12.0,2,48.0,31.0,7.0,0.6458333333333334,0.041666666666666664,0.5
1096,Buninskaia Alleia,35000,19,transport,developer,30,20,1.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.058823529411764705
1097,Vodnyi stadion,50000,12,transport,developer,50,70,4.0,5.0,2,45.0,25.0,7.0,0.5555555555555556,0.044444444444444446,0.8
1098,Iugo-Zapadnaia,70000,14,walk,developer,50,46,12.0,16.0,2,67.0,37.0,11.0,0.5522388059701493,0.029850746268656716,0.75
1099,Novokosino,47000,10,walk,developer,50,2,11.0,17.0,2,62.0,37.0,10.0,0.5967741935483871,0.03225806451612903,0.6470588235294118
1100,Rasskazovka,45000,6,walk,developer,50,2,22.0,23.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.9565217391304348
1101,Kitai-gorod,100000,7,walk,developer,50,8,2.0,3.0,2,52.0,40.0,9.0,0.7692307692307693,0.038461538461538464,0.6666666666666666
1102,Novoperedelkino,45000,20,walk,developer,50,20,3.0,25.0,1,45.0,21.0,11.0,0.4666666666666667,0.022222222222222223,0.12
1103,No data,65000,0,walk,developer,50,1,4.0,4.0,4,82.0,62.0,10.0,0.7560975609756098,0.04878048780487805,1.0
1104,Ulitca Skobelevskaia,53000,11,walk,developer,50,34,13.0,17.0,1,40.0,20.0,10.0,0.5,0.025,0.7647058823529411
1105,Babushkinskaia,50000,15,walk,developer,50,19,8.0,17.0,1,38.0,20.0,9.0,0.5263157894736842,0.02631578947368421,0.47058823529411764
1106,No data,100000,0,walk,owner,0,25,4.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5714285714285714
1107,Beliaevo,60000,18,walk,developer,50,32,8.0,14.0,2,45.0,32.0,8.0,0.7111111111111111,0.044444444444444446,0.5714285714285714
1108,No data,47000,0,walk,developer,50,8,9.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
1109,Salarevo,55000,7,transport,developer,50,20,23.0,25.0,1,33.0,19.0,8.0,0.5757575757575758,0.030303030303030304,0.92
1110,Bulvar Rokossovskogo,50000,14,walk,developer,50,11,1.0,5.0,2,43.0,29.0,6.0,0.6744186046511628,0.046511627906976744,0.2
1111,Maiakovskaia,360000,7,walk,agency,0,54,2.0,11.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.18181818181818182
1112,Krylatskoe,71000,18,transport,agency,0,27,14.0,23.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6086956521739131
1113,No data,25000,0,walk,developer,50,12,2.0,10.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.2
1114,Medvedkovo,71000,7,walk,agency,0,12,4.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.25
1115,Paveletckaia,55000,13,transport,developer,50,9,4.0,5.0,2,43.0,31.0,7.0,0.7209302325581395,0.046511627906976744,0.8
1116,No data,60000,0,walk,owner,0,15,5.0,6.0,1,55.0,35.0,10.0,0.6363636363636364,0.01818181818181818,0.8333333333333334
1117,Kuntcevskaia,45000,25,walk,developer,50,1,10.0,12.0,1,40.0,20.0,9.0,0.5,0.025,0.8333333333333334
1118,Kommunarka,45000,12,walk,agency,20,30,2.0,15.0,1,35.0,17.0,9.0,0.4857142857142857,0.02857142857142857,0.13333333333333333
1119,Shelepikha,63000,14,walk,owner,0,7,24.0,36.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.6666666666666666
1120,Narodnoe Opolchenie,85000,19,walk,developer,45,35,19.0,22.0,2,72.0,34.0,20.0,0.4722222222222222,0.027777777777777776,0.8636363636363636
1121,No data,70000,0,walk,developer,50,57,5.0,28.0,1,36.0,19.0,8.0,0.5277777777777778,0.027777777777777776,0.17857142857142858
1122,Mitino,47000,17,walk,developer,50,18,3.0,14.0,1,45.0,21.0,10.0,0.4666666666666667,0.022222222222222223,0.21428571428571427
1123,Shabolovskaia,70000,11,walk,developer,50,22,7.0,7.0,1,50.0,22.0,10.0,0.44,0.02,1.0
1124,Oktiabrskoe pole,70000,10,walk,developer,50,27,8.0,28.0,1,40.0,20.0,10.0,0.5,0.025,0.2857142857142857
1125,Belorusskaia,43999,12,walk,developer,0,319,2.0,8.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.25
1126,Frunzenskaia,106500,12,walk,agency,0,38,2.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.2222222222222222
1127,Michurinskii prospekt,60000,8,walk,developer,0,4,9.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.5294117647058824
1128,Ulitca Akademika Iangelia,55000,4,walk,developer,50,7,7.0,24.0,2,46.0,32.0,9.0,0.6956521739130435,0.043478260869565216,0.2916666666666667
1129,Strogino,55000,18,walk,developer,50,11,18.0,25.0,2,40.0,20.0,10.0,0.5,0.05,0.72
1130,Serpukhovskaia,70000,15,walk,developer,50,25,1.0,9.0,2,50.0,33.0,7.0,0.66,0.04,0.1111111111111111
1131,Kievskaia,84000,9,walk,agency,0,19,9.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
1132,Dmitrovskaia,85000,13,walk,developer,50,39,44.0,47.0,1,39.0,20.0,9.0,0.5128205128205128,0.02564102564102564,0.9361702127659575
1133,No data,265000,0,walk,developer,50,5,9.0,22.0,4,133.0,70.0,34.0,0.5263157894736842,0.03007518796992481,0.4090909090909091
1134,Chistye prudy,170000,4,walk,owner,0,3,2.0,8.0,3,68.0,47.0,11.0,0.6911764705882353,0.04411764705882353,0.25
1135,Taganskaia,57000,7,walk,developer,100,28,8.0,16.0,1,43.0,18.0,11.0,0.4186046511627907,0.023255813953488372,0.5
1136,No data,54500,0,walk,agency,0,7,15.0,17.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8823529411764706
1137,Perovo,45000,13,walk,developer,50,29,6.0,12.0,1,40.0,20.0,9.0,0.5,0.025,0.5
1138,Mezhdunarodnaia,270000,2,walk,developer,0,151,20.0,13.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.5384615384615385
1139,Nekrasovka,44000,14,walk,developer,50,15,12.0,23.0,1,44.0,21.0,11.0,0.4772727272727273,0.022727272727272728,0.5217391304347826
1140,Fili,110000,21,walk,owner,0,1,21.0,29.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.7241379310344828
1141,Oktiabrskaia,110000,4,walk,developer,50,33,3.0,14.0,3,79.0,57.0,10.0,0.7215189873417721,0.0379746835443038,0.21428571428571427
1142,Davydkovo,35000,10,walk,developer,80,7,5.0,5.0,1,32.0,19.0,7.0,0.59375,0.03125,1.0
1143,Smolenskaia,85000,3,walk,developer,60,3,5.0,8.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.625
1144,Tverskaia,165000,5,walk,developer,50,48,2.0,4.0,2,60.0,30.0,10.0,0.5,0.03333333333333333,0.5
1145,No data,36000,0,walk,developer,50,3,12.0,17.0,1,39.0,19.0,8.0,0.48717948717948717,0.02564102564102564,0.7058823529411765
1146,Dmitrovskaia,46490,15,walk,agency,0,11,40.0,47.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.851063829787234
1147,Narodnoe Opolchenie,55000,8,walk,developer,50,21,6.0,19.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.3157894736842105
1148,Kurskaia,100000,2,walk,developer,50,24,4.0,8.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5
1149,Shosse Entuziastov,55000,9,walk,developer,50,27,1.0,5.0,2,45.0,31.0,6.0,0.6888888888888889,0.044444444444444446,0.2
1150,Novoiasenevskaia,50000,8,walk,developer,50,17,7.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7777777777777778
1151,Iugo-Zapadnaia,37000,18,walk,developer,60,16,3.0,16.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.1875
1152,Rasskazovka,55000,12,transport,owner,0,11,8.0,11.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.7272727272727273
1153,Shchukinskaia,33000,11,walk,owner,0,2,3.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.6
1154,Belomorskaia,45000,9,walk,developer,50,22,7.0,12.0,2,45.0,30.0,6.0,0.6666666666666666,0.044444444444444446,0.5833333333333334
1155,Universitet,48000,14,walk,developer,50,4,1.0,8.0,2,63.0,39.0,10.0,0.6190476190476191,0.031746031746031744,0.125
1156,No data,84990,0,walk,developer,50,36,7.0,7.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
1157,Smolenskaia,162500,11,walk,agency,0,23,5.0,12.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.4166666666666667
1158,No data,55000,0,walk,developer,50,5,4.0,5.0,2,45.0,32.0,6.0,0.7111111111111111,0.044444444444444446,0.8
1159,Preobrazhenskaia ploshchad,40000,17,walk,developer,50,1,6.0,12.0,1,38.0,20.0,9.0,0.5263157894736842,0.02631578947368421,0.5
1160,Konkovo,60000,10,walk,agency,0,4,7.0,12.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.5833333333333334
1161,No data,34000,0,walk,owner,0,15,1.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.1111111111111111
1162,Belomorskaia,50000,18,walk,owner,0,10,7.0,18.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.3888888888888889
1163,Strogino,65000,12,walk,developer,50,13,15.0,17.0,2,55.0,35.0,10.0,0.6363636363636364,0.03636363636363636,0.8823529411764706
1164,Akademicheskaia,49000,16,walk,developer,50,6,15.0,17.0,1,42.0,17.0,11.0,0.40476190476190477,0.023809523809523808,0.8823529411764706
1165,Vladykino,45000,11,walk,agency,25,40,5.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
1166,Piatnitckoe shosse,45000,11,transport,developer,50,31,10.0,25.0,1,40.0,20.0,10.0,0.5,0.025,0.4
1167,Bulvar Admirala Ushakova,63000,4,walk,developer,60,53,11.0,17.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6470588235294118
1168,Timiriazevskaia,70000,11,walk,developer,50,17,5.0,14.0,2,55.0,35.0,9.0,0.6363636363636364,0.03636363636363636,0.35714285714285715
1169,Babushkinskaia,65000,20,walk,developer,50,24,4.0,16.0,2,57.0,36.0,9.0,0.631578947368421,0.03508771929824561,0.25
1170,Delovoi tcentr,70000,13,walk,owner,0,7,5.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
1171,Belomorskaia,45000,10,walk,developer,100,5,4.0,9.0,1,35.0,18.0,7.0,0.5142857142857142,0.02857142857142857,0.4444444444444444
1172,Kuzminki,48000,12,walk,developer,50,22,4.0,5.0,2,45.0,32.0,7.0,0.7111111111111111,0.044444444444444446,0.8
1173,Sviblovo,50000,7,walk,developer,50,19,11.0,17.0,1,33.0,18.0,8.0,0.5454545454545454,0.030303030303030304,0.6470588235294118
1174,Strogino,40000,15,walk,developer,100,42,7.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7777777777777778
1175,Belorusskaia,110000,13,walk,developer,0,7,3.0,9.0,2,90.0,46.0,15.0,0.5111111111111111,0.022222222222222223,0.3333333333333333
1176,Iugo-Vostochnaia,41500,13,walk,agency,0,20,7.0,9.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.7777777777777778
1177,Bulvar Rokossovskogo,55000,13,transport,developer,50,40,7.0,9.0,2,45.0,32.0,7.0,0.7111111111111111,0.044444444444444446,0.7777777777777778
1178,Krasnoselskaia,60000,10,walk,developer,50,82,12.0,17.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.7058823529411765
1179,Olkhovaia,30000,26,transport,developer,50,15,8.0,9.0,1,35.0,16.0,9.0,0.45714285714285713,0.02857142857142857,0.8888888888888888
1180,Rasskazovka,28000,37,transport,developer,50,13,4.0,5.0,2,45.0,30.0,6.0,0.6666666666666666,0.044444444444444446,0.8
1181,Davydkovo,37000,18,walk,developer,0,3,4.0,16.0,1,32.0,18.0,6.0,0.5625,0.03125,0.25
1182,Preobrazhenskaia ploshchad,41000,5,walk,developer,60,20,7.0,9.0,1,31.0,19.0,6.0,0.6129032258064516,0.03225806451612903,0.7777777777777778
1183,No data,55000,0,walk,developer,50,4,19.0,22.0,1,43.0,21.0,10.0,0.4883720930232558,0.023255813953488372,0.8636363636363636
1184,Verkhnie Likhobory,50000,7,walk,agency,35,10,19.0,22.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8636363636363636
1185,Proletarskaia,53000,12,walk,agency,50,18,5.0,9.0,1,34.0,9.0,20.0,0.2647058823529412,0.029411764705882353,0.5555555555555556
1186,Govorovo,55000,9,walk,agency,50,51,4.0,15.0,2,70.0,38.0,12.0,0.5428571428571428,0.02857142857142857,0.26666666666666666
1187,Iugo-Zapadnaia,65000,5,walk,agency,0,6,2.0,9.0,2,45.0,29.0,6.0,0.6444444444444445,0.044444444444444446,0.2222222222222222
1188,Otradnoe,55000,11,walk,developer,50,12,1.0,17.0,2,52.0,33.0,9.0,0.6346153846153846,0.038461538461538464,0.058823529411764705
1189,Solntcevo,35000,14,walk,developer,0,20,4.0,4.0,2,41.0,26.0,6.0,0.6341463414634146,0.04878048780487805,1.0
1190,Kozhukhovskaia,50000,9,walk,developer,50,8,8.0,9.0,2,39.0,28.0,7.0,0.717948717948718,0.05128205128205128,0.8888888888888888
1191,Kozhukhovskaia,45000,10,walk,developer,50,3,18.0,22.0,1,38.0,20.0,10.0,0.5263157894736842,0.02631578947368421,0.8181818181818182
1192,No data,85000,0,walk,developer,50,4,11.0,22.0,2,40.0,28.0,9.0,0.7,0.05,0.5
1193,Smolenskaia,70000,6,walk,developer,0,5,8.0,8.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,1.0
1194,Nagornaia,53000,2,walk,developer,50,22,18.0,25.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.72
1195,Strogino,55000,14,walk,developer,50,20,9.0,12.0,1,39.0,20.0,10.0,0.5128205128205128,0.02564102564102564,0.75
1196,Skhodnenskaia,50000,8,walk,developer,50,15,5.0,12.0,1,38.0,19.0,9.0,0.5,0.02631578947368421,0.4166666666666667
